Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
10/31/18,268870,Alderman Park,FL,Jacksonville,Duval County,Jacksonville,3536,174600,0.006340058,0.002871913,0.109980928,,,2006-08,2006-Q3,185800,-0.060279871,2006-02
10/31/18,268345,North Oak Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3537,367900,0.004093886,0.026220363,0.053550974,,,2018-10,2018-Q4,367900,0,2018-10
10/31/18,271955,Ogden,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3538,272500,0.005535055,0.011131725,0.07495069,,,2018-10,2018-Q4,272500,0,2018-10
10/31/18,272817,Inman Park,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,3539,530400,0.006069803,0.004926108,0.064846416,,,2018-04,2018-Q2,539100,-0.016138008,2018-02
10/31/18,761560,Hackberry Hill,CO,Denver-Aurora-Lakewood,Jefferson County,Arvada,3540,383400,0.007886435,0.018326693,0.089514066,,,2018-10,2018-Q4,383400,0,2018-10
10/31/18,273851,Gorgas,AL,Mobile,Mobile County,Mobile,3541,32500,0.031746032,0.051779935,0.144366197,,,2009-07,2009-Q3,48900,-0.335378323,2003-11
10/31/18,396875,Fort Pierce South,FL,Port St. Lucie,Saint Lucie County,Fort Pierce,3542,131500,0.007662835,0.017014695,0.108768971,,,2006-09,2006-Q3,178800,-0.264541387,2004-12
10/31/18,275442,South India Mound,MO,Kansas City,Jackson County,Kansas City,3543,55100,0.005474453,0.026070764,0.138429752,,,2018-10,2018-Q4,55100,0,2018-10
10/31/18,268153,Fairview Park,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,3544,1339400,-0.022050234,-0.056959797,0.004273825,,,2018-04,2018-Q2,1474900,-0.091870635,2017-11
10/31/18,274667,Rio Vista,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Phoenix,3545,337300,0.005365127,0.016269961,0.059026688,,,2006-04,2006-Q2,387600,-0.129772962,2005-06
10/31/18,272022,Westlake,WA,Seattle-Tacoma-Bellevue,King County,Seattle,3546,674000,0.002379536,0.001188354,0.053454204,,,2018-06,2018-Q2,675300,-0.00192507,2018-06
10/31/18,403168,Oriole Park,IL,Chicago-Naperville-Elgin,Cook County,Chicago,3547,317200,0.004751346,0.01439079,0.06229069,,,2006-11,2006-Q4,382500,-0.170718954,2004-08
10/31/18,276290,Deer Park,KY,Louisville/Jefferson County,Jefferson County,Louisville,3548,254800,-0.004298554,-0.01010101,0.008310249,,,2018-07,2018-Q3,257400,-0.01010101,2018-05
10/31/18,250928,Image,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3549,288200,0.003132614,0.010164739,0.076980568,,,2018-10,2018-Q4,288200,0,2018-10
10/31/18,275685,Terra Vista,CA,Bakersfield,Kern County,Bakersfield,3550,289500,0.006606398,0.011530398,0.036891117,,,2006-07,2006-Q3,408800,-0.291829746,2005-02
10/31/18,275483,Southmoreland,MO,Kansas City,Jackson County,Kansas City,3551,184400,-0.005393743,-0.007534984,0.122337188,,,2018-08,2018-Q3,185900,-0.008068854,2018-05
10/31/18,161129,North Beach,CA,San Diego-Carlsbad,San Diego County,Carlsbad,3552,838000,-0.008166647,0.004434856,0.109933775,,,2018-09,2018-Q3,844900,-0.008166647,2018-08
10/31/18,763571,Rainbow,MO,Kansas City,Jackson County,Independence,3553,276600,-0.002883922,-0.001444043,0.065895954,,,2018-08,2018-Q3,278200,-0.005751258,2018-07
10/31/18,276074,Wildwood Park,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,3554,290500,-0.000687994,0.000344353,0.060993426,,,2006-08,2006-Q3,335900,-0.135159274,2005-09
10/31/18,344025,Hillman City,WA,Seattle-Tacoma-Bellevue,King County,Seattle,3555,559300,0.000357718,-0.00850913,0.030018416,,,2018-06,2018-Q2,567800,-0.01497006,2018-02
10/31/18,417237,West Albany,OH,Columbus,Franklin County,Columbus,3556,228600,0.004393673,0.004393673,0.046224256,,,2018-10,2018-Q4,228600,0,2018-10
10/31/18,403511,Valverde,CO,Denver-Aurora-Lakewood,Denver County,Denver,3557,313300,0.013915858,0.036387694,0.131455399,,,2018-10,2018-Q4,313300,0,2018-10
10/31/18,763901,Downtown,UT,Ogden-Clearfield,Weber County,Ogden,3558,154600,0.021136063,0.066942719,0.240770465,,,2018-10,2018-Q4,154600,0,2018-10
10/31/18,132368,Twin City,IA,Omaha-Council Bluffs,Pottawattamie County,Council Bluffs,3559,113200,0.022583559,0.06491063,0.002657219,,,2017-12,2017-Q4,113300,-0.000882613,2017-11
10/31/18,251341,Mirrormont,WA,Seattle-Tacoma-Bellevue,King County,Issaquah,3560,692100,-0.003742623,-0.015504979,0.00362529,,,2018-03,2018-Q1,710500,-0.025897255,2017-11
10/31/18,273291,Cloverleaf,KY,Louisville/Jefferson County,Jefferson County,Louisville,3561,137800,0.005105762,0.00952381,0.062451812,,,2018-10,2018-Q4,137800,0,2018-10
10/31/18,764275,Red Arrow,WI,Chicago-Naperville-Elgin,Kenosha County,Kenosha,3562,156100,0.011010363,0.04905914,0.19708589,,,2018-10,2018-Q4,156100,0,2018-10
10/31/18,125695,Pecan Park,FL,Jacksonville,Duval County,Jacksonville,3563,235900,0.006399317,0.021212121,0.055480984,,,2006-08,2006-Q3,269400,-0.124350408,2005-09
10/31/18,762127,Romans Park- Arapahoe Acres,CO,Denver-Aurora-Lakewood,Arapahoe County,Englewood,3564,517100,0.004858142,0.024569051,0.083612741,,,2018-10,2018-Q4,517100,0,2018-10
10/31/18,269209,The Cape,FL,Jacksonville,Duval County,Jacksonville,3565,230500,0.00743007,0.02081488,0.083685943,,,2006-10,2006-Q4,255200,-0.096786834,2005-12
10/31/18,268051,Casablanca,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,3566,339400,-0.002058218,-0.009629413,0.064951365,,,2006-08,2006-Q3,369200,-0.08071506,2005-10
10/31/18,343207,City Island,NY,New York-Newark-Jersey City,Bronx County,New York,3567,541300,0.003150482,0.008007449,0.060540752,,,2007-01,2007-Q1,632600,-0.144325008,2005-07
10/31/18,261871,Mcpherson,CA,Napa,Napa County,Napa,3568,545800,-0.004196315,-0.008537693,0.007382798,,,2018-04,2018-Q2,556700,-0.019579666,2018-03
10/31/18,103464,Central,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Brooklyn Park,3569,211000,0.009569378,0.023278371,0.083162218,,,2006-05,2006-Q2,219500,-0.038724374,2005-09
10/31/18,267899,Wakefield,AR,Little Rock-North Little Rock-Conway,Pulaski County,Little Rock,3570,46000,0.006564551,0.103117506,0.119221411,,,2008-06,2008-Q2,66300,-0.306184012,2001-12
10/31/18,761269,Downtown,TX,Dallas-Fort Worth-Arlington,Dallas County,Irving,3571,159500,-0.005610973,0.001884422,0.139285714,,,2018-08,2018-Q3,160700,-0.00746733,2018-08
10/31/18,268453,Sandpointe,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana,3572,699300,-0.001,0.005897583,0.058422885,,,2006-10,2006-Q4,714000,-0.020588235,2006-03
10/31/18,272783,Ardenwald,OR,Portland-Vancouver-Hillsboro,Clackamas County,Milwaukie,3573,347700,0.00230614,0.016369483,0.027785989,,,2018-10,2018-Q4,347700,0,2018-10
10/31/18,250790,Gregory Heights,WA,Seattle-Tacoma-Bellevue,King County,Burien,3574,573800,-0.002607335,-0.019982921,0.008258654,,,2018-04,2018-Q2,599000,-0.042070117,2017-11
10/31/18,269158,River Oaks,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Fort Lauderdale,3575,322600,0.004046063,0.006552262,0.047402597,,,2006-08,2006-Q3,386100,-0.164465164,2005-04
10/31/18,416983,Parkside,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,3576,1363500,0.007016248,0.032719836,0.179702371,,,2018-10,2018-Q4,1363500,0,2018-10
10/31/18,276365,Harrington,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,3577,564500,0.003733997,0.001241575,0.063889936,,,2018-05,2018-Q2,571200,-0.011729692,2018-03
10/31/18,269163,Riverside Park,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Fort Lauderdale,3578,325800,0.000921659,0.002770083,0.047251688,,,2006-08,2006-Q3,383000,-0.149347258,2005-04
10/31/18,272192,Murray Hill,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,3579,225200,-0.007929515,-0.00221533,0.004012483,,,2007-11,2007-Q4,247900,-0.091569181,2005-03
10/31/18,417723,Cooper Commons,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Chandler,3580,303900,0.005625414,0.01638796,0.068565401,,,2006-04,2006-Q2,341300,-0.109581014,2005-08
10/31/18,275452,South Pointe,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,3581,329500,-0.004832377,-0.002422041,0.069457968,,,2006-05,2006-Q2,386900,-0.148358749,2005-04
10/31/18,270200,Fassnight,MO,Springfield,Greene County,Springfield,3582,87200,0.010428737,0.033175355,0.132467532,,,2007-12,2007-Q4,88100,-0.010215664,2007-09
10/31/18,763578,6th Ward,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,3583,67000,0.022900763,0.078904992,0.318897638,,,2007-08,2007-Q3,82600,-0.188861985,2006-03
10/31/18,268095,Covell Park,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Davis,3584,670800,0.019297979,0.040806827,0.169659983,,,2018-10,2018-Q4,670800,0,2018-10
10/31/18,272965,Birmingham,OH,Toledo,Lucas County,Toledo,3585,25000,0.008064516,0.008064516,-0.110320285,,,2017-06,2017-Q2,29600,-0.155405405,2016-07
10/31/18,262277,Kensington,FL,Pensacola-Ferry Pass-Brent,Escambia County,Pensacola,3586,127300,0.009516257,0.017585931,0.073355818,,,2006-06,2006-Q2,130600,-0.025267994,2006-03
10/31/18,269406,Peachtree Heights West,GA,Atlanta-Sandy Springs-Roswell,Fulton County,Atlanta,3587,299700,0.01079258,-0.002330226,0.065031983,,,2018-03,2018-Q1,304200,-0.014792899,2018-03
10/31/18,275363,Sherwood Forest,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,3588,463700,0.012887724,0.031590656,0.127126884,,,2018-10,2018-Q4,463700,0,2018-10
10/31/18,761847,Audobon-Bon Harbor,KY,Owensboro,Daviess County,Owensboro,3589,123200,0.004893964,0.01650165,0.08355321,,,2018-10,2018-Q4,123200,0,2018-10
10/31/18,270446,Nor Este,NM,Albuquerque,Bernalillo County,Albuquerque,3590,349500,0.010407632,0.019544924,0.035248815,,,2007-01,2007-Q1,356100,-0.01853412,2006-10
10/31/18,415903,Salem Village,OH,Columbus,Franklin County,Columbus,3591,134800,-0.00074129,0,0.018126888,,,2018-08,2018-Q3,135000,-0.001481481,2018-07
10/31/18,274097,Interlake,WA,Seattle-Tacoma-Bellevue,King County,Bellevue,3592,855700,-0.004421175,-0.01326107,0.045960152,,,2018-06,2018-Q2,872100,-0.018805183,2018-01
10/31/18,344047,Greenwood & Hamilton,NJ,Trenton,Mercer County,Trenton,3593,61000,0.039182283,0.091234347,0.370786517,,,2007-01,2007-Q1,127900,-0.523064894,2001-11
10/31/18,273686,Fairview,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,3594,136200,-0.005113221,-0.006564551,0.011887073,,,2006-03,2006-Q1,156900,-0.131931166,2004-05
10/31/18,761981,Mallory Creek,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,Jupiter,3595,422400,0.001659948,0.011010053,0.043478261,,,2006-09,2006-Q3,428400,-0.014005602,2006-04
10/31/18,403263,Bowmanville,IL,Chicago-Naperville-Elgin,Cook County,Chicago,3596,488600,-0.000817996,0.021961933,-0.002857143,,,2018-02,2018-Q1,505400,-0.033240997,2017-09
10/31/18,761599,Country Club Estates,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Plantation,3597,401400,0.001247194,0.013380459,0.064156946,,,2006-01,2006-Q1,423800,-0.05285512,2005-07
10/31/18,164681,East End,ME,Portland-South Portland,Cumberland County,Portland,3598,405300,0.022968198,0.053000779,0.20660911,,,2018-10,2018-Q4,405300,0,2018-10
10/31/18,268887,Beach Park,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Tampa,3599,739100,0.007085434,0.01650392,0.061467758,,,2018-10,2018-Q4,739100,0,2018-10
10/31/18,274636,Nashboro Village,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,3600,177700,0.011958998,0.0446796,0.208021754,,,2018-10,2018-Q4,177700,0,2018-10
10/31/18,275657,Sylvan Park,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,3601,454800,0.007755373,0.008873114,-0.002631579,,,2018-04,2018-Q2,459400,-0.010013061,2017-10
10/31/18,343894,Ellwanger-Barry,NY,Rochester,Monroe County,Rochester,3602,145400,-0.010884354,-0.031312458,-0.090681676,,,2017-11,2017-Q4,159900,-0.090681676,2017-08
10/31/18,761426,Creekside,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,3603,286800,0.00104712,0.014861996,0.075768942,,,2006-09,2006-Q3,346100,-0.171337764,2005-07
10/31/18,268586,Westgate,ND,Fargo,Cass County,Fargo,3604,181800,0.00275786,-0.003835616,0.05513639,,,2018-06,2018-Q2,183700,-0.01034295,2018-04
10/31/18,273536,East Carollton,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3605,480100,0.00481373,0.027171588,0.069026943,,,2018-03,2018-Q1,482100,-0.004148517,2018-03
10/31/18,273347,Corcoran,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,3606,230200,0.004363002,0.016784452,0.092030361,,,2018-10,2018-Q4,230200,0,2018-10
10/31/18,275212,Riverview,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,3607,257500,0.002725857,0.014178811,0.024671707,,,2006-08,2006-Q3,325700,-0.209395149,2005-08
10/31/18,343505,Marina Area,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,3608,839500,0.000953857,0.011689564,-0.020991254,,,2006-09,2006-Q3,860100,-0.023950703,2006-06
10/31/18,762552,Provo Bay,UT,Provo-Orem,Utah County,Provo,3609,300500,0.014174823,0.032646048,0.166084594,,,2018-10,2018-Q4,300500,0,2018-10
10/31/18,268632,Central Business District,CO,Denver-Aurora-Lakewood,Denver County,Denver,3610,422900,0.006186058,0.010272336,0.06982039,,,2018-10,2018-Q4,422900,0,2018-10
10/31/18,764259,Greenfield Avenue,WI,Milwaukee-Waukesha-West Allis,Waukesha County,New Berlin,3611,211300,0.007629948,0.027224113,0.055444555,,,2018-10,2018-Q4,211300,0,2018-10
10/31/18,124173,Desoto Lakes,FL,North Port-Sarasota-Bradenton,Sarasota County,Sarasota,3612,238100,0.00294861,0.00591466,0.07348963,,,2006-04,2006-Q2,284200,-0.162209711,2005-07
10/31/18,344032,North Delridge,WA,Seattle-Tacoma-Bellevue,King County,Seattle,3613,557400,-0.003753351,-0.0108252,0.030123822,,,2018-02,2018-Q1,570500,-0.022962314,2017-12
10/31/18,761746,Belaire,TX,San Angelo,Tom Green County,San Angelo,3614,98100,0.034810127,0.080396476,0.055974166,,,2018-03,2018-Q1,100400,-0.022908367,2018-02
10/31/18,256999,Meadow Creek,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,3615,168800,0.009569378,0.023650697,0.158544955,,,2018-10,2018-Q4,168800,0,2018-10
10/31/18,762543,Kenwood Park,IA,Cedar Rapids,Linn County,Cedar Rapids,3616,111700,0.002692998,0.008122744,0.006306306,,,2017-07,2017-Q3,112400,-0.006227758,2017-06
10/31/18,273908,Griers Fork,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,3617,184600,0.006543075,0.010952903,0.077012835,,,2018-10,2018-Q4,184600,0,2018-10
10/31/18,698709,Sharon Heights,CA,San Francisco-Oakland-Hayward,San Mateo County,Menlo Park,3618,2427900,0.012975634,0.042196085,0.11817805,,,2018-10,2018-Q4,2427900,0,2018-10
10/31/18,208110,Banksville,PA,Pittsburgh,Allegheny County,Pittsburgh,3619,155300,0.007133593,0.019697965,0.071034483,,,2018-10,2018-Q4,155300,0,2018-10
10/31/18,113928,Broadmoor,CA,San Francisco-Oakland-Hayward,Alameda County,San Leandro,3620,740500,0.011335701,0.03392907,0.105553897,,,2018-10,2018-Q4,740500,0,2018-10
10/31/18,269088,Middle River Terrace,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,Fort Lauderdale,3621,250700,0.0028,0.013748484,0.05513468,,,2007-05,2007-Q2,311100,-0.194149791,2005-06
10/31/18,275044,Planeview United,KS,Wichita,Sedgwick County,Wichita,3622,51500,0.001945525,-0.020912548,0.126914661,,,2006-04,2006-Q2,62200,-0.172025723,2005-05
10/31/18,762907,Squak Mountain,WA,Seattle-Tacoma-Bellevue,King County,Issaquah,3623,740900,-0.0040328,-0.016199708,0.056466562,,,2018-06,2018-Q2,757300,-0.021655883,2018-02
10/31/18,272808,Artisan,CA,Bakersfield,Kern County,Bakersfield,3624,297400,0.009504413,0.021291209,0.051998585,,,2006-06,2006-Q2,399400,-0.255383075,2005-04
10/31/18,207689,West Portland Park,OR,Portland-Vancouver-Hillsboro,Multnomah County,Portland,3625,420200,-0.003320683,-0.001425856,0.019408054,,,2018-04,2018-Q2,422400,-0.005208333,2018-02
10/31/18,126639,White City,FL,Port St. Lucie,Saint Lucie County,Fort Pierce,3626,220400,0.001818182,0.011009174,0.150913838,,,2006-04,2006-Q2,254800,-0.135007849,2005-08
10/31/18,272318,East End,WV,Charleston,Kanawha County,Charleston,3627,113900,-0.016407599,-0.047658863,-0.057119205,,,2017-12,2017-Q4,123800,-0.07996769,2016-10
10/31/18,342740,Tower Triangle,CO,Denver-Aurora-Lakewood,Arapahoe County,Aurora,3628,292000,0.001371742,0.009681881,0.098157202,,,2018-10,2018-Q4,292000,0,2018-10
10/31/18,276166,Yalecrest,UT,Salt Lake City,Salt Lake County,Salt Lake City,3629,679000,0.006671609,0.014492754,0.08276192,,,2018-10,2018-Q4,679000,0,2018-10
10/31/18,762813,Cordova Vineyards,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,3630,295600,-0.002699055,0.005100306,0.058360186,,,2005-11,2005-Q4,325900,-0.092973305,2005-02
10/31/18,753719,Old Kensington,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3631,283100,0.019078474,0.026840769,0.071536715,,,2018-10,2018-Q4,283100,0,2018-10
10/31/18,413231,Franklin,UT,Provo-Orem,Utah County,Provo,3632,250300,0.015827922,0.054782975,0.222765022,,,2018-10,2018-Q4,250300,0,2018-10
10/31/18,269685,Bayou St. John,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3633,375300,0.004819277,0.012135922,0.013228942,,,2018-02,2018-Q1,379100,-0.01002374,2017-12
10/31/18,737809,Maidu,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,3634,483100,0.006248698,0.019413378,0.040715209,,,2005-12,2005-Q4,485900,-0.005762503,2005-11
10/31/18,276593,Stonegate,CA,Bakersfield,Kern County,Bakersfield,3635,280500,0.007905138,0.020371044,0.076775432,,,2006-06,2006-Q2,404300,-0.306208261,2004-10
10/31/18,761462,Sanger Heights,TX,Waco,McLennan County,Waco,3636,89000,-0.003359462,-0.010011123,0.118090452,,,2018-08,2018-Q3,90000,-0.011111111,2018-07
10/31/18,273192,Central Business District,FL,Orlando-Kissimmee-Sanford,Orange County,Orlando,3637,193600,0.000516796,-0.001547189,0.040300913,,,2006-07,2006-Q3,292700,-0.338571917,2004-06
10/31/18,194257,Dongan Hills,NY,New York-Newark-Jersey City,Richmond County,New York,3638,526000,0.009209517,0.026742143,0.161147903,,,2018-10,2018-Q4,526000,0,2018-10
10/31/18,417710,Trilogy,CA,Riverside-San Bernardino-Ontario,Riverside County,Corona,3639,477500,-0.002715121,0.001888376,0.036241319,,,2006-06,2006-Q2,530900,-0.100583914,2005-02
10/31/18,24770,Fort Washington,PA,Philadelphia-Camden-Wilmington,Montgomery County,Upper Dublin,3640,490500,0.004711184,0.015107616,0.081587652,,,2006-10,2006-Q4,510800,-0.039741582,2005-12
10/31/18,275149,Reichlieu,AL,Mobile,Mobile County,Mobile,3641,152900,0.004599212,0.01662234,0.074490513,,,2008-07,2008-Q3,166200,-0.080024067,2006-06
10/31/18,274847,Oakford Park,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,Tampa,3642,264800,0.007227083,0.041699449,0.277375784,,,2018-10,2018-Q4,264800,0,2018-10
10/31/18,394400,Bonham,TX,San Angelo,Tom Green County,San Angelo,3643,209400,0.00239349,0.016011645,0.076053443,,,2018-10,2018-Q4,209400,0,2018-10
10/31/18,762724,Conrad Gardens,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,West Allis,3644,130200,0.002309469,0.005405405,0.00385505,,,2007-04,2007-Q2,146300,-0.110047847,2004-08
10/31/18,275980,West Plaza,MO,Kansas City,Jackson County,Kansas City,3645,203300,-0.004894763,0.001971414,0.093598709,,,2018-09,2018-Q3,204300,-0.004894763,2018-08
10/31/18,23011,San Marin,CA,San Francisco-Oakland-Hayward,Marin County,Novato,3646,875100,0.004707233,0.021954922,0.092509363,,,2018-10,2018-Q4,875100,0,2018-10
10/31/18,154996,Melrose Highlands,MA,Boston-Cambridge-Newton,Middlesex County,Melrose,3647,623500,0.001767352,0.010207388,0.014480963,,,2018-10,2018-Q4,623500,0,2018-10
10/31/18,275002,Penrose,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3648,128800,0.014972419,0.052287582,0.343065693,,,2007-03,2007-Q1,131200,-0.018292683,2007-01
10/31/18,760974,Oakridge-Greenbrier,WV,Charleston,Kanawha County,Charleston,3649,108000,-0.007352941,-0.022624434,-0.098497496,,,2017-11,2017-Q4,119900,-0.099249374,2014-12
10/31/18,275341,Shady Oaks,TX,San Antonio-New Braunfels,Bexar County,San Antonio,3650,248400,0.002421308,0.000805802,0.00120919,,,2018-01,2018-Q1,249600,-0.004807692,2017-11
10/31/18,763739,Southridge,TX,Dallas-Fort Worth-Arlington,Denton County,Denton,3651,314700,0,0.004148054,0.057104468,,,2018-10,2018-Q4,314700,0,2018-10
10/31/18,738012,Cresthaven,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,3652,350500,0.004873853,0.004585841,0.025153554,,,2005-12,2005-Q4,380100,-0.077874244,2005-03
10/31/18,761835,Northside,IA,Iowa City,Johnson County,Iowa City,3653,226700,0.003985828,0.005767524,0.01477171,,,2018-10,2018-Q4,226700,0,2018-10
10/31/18,56114,Orangeburg,NY,New York-Newark-Jersey City,Rockland County,Orangetown,3654,438000,-0.002505124,-0.016393443,-0.014844804,,,2006-10,2006-Q4,496000,-0.116935484,2004-09
10/31/18,270011,John Ball Park,MI,Grand Rapids-Wyoming,Kent County,Grand Rapids,3655,158500,0.010197578,0.037303665,0.149383611,,,2018-10,2018-Q4,158500,0,2018-10
10/31/18,764168,Northeast,VA,Harrisonburg,Harrisonburg City,Harrisonburg,3656,155600,0.003870968,0.014341591,0.052774019,,,2008-01,2008-Q1,167500,-0.071044776,2006-01
10/31/18,143518,Poplar Grove,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3657,166600,0.011536126,0.029666255,0.097496706,,,2018-10,2018-Q4,166600,0,2018-10
10/31/18,272017,West Minnehaha,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3658,311900,0.0051563,0.024302135,0.07998615,,,2018-10,2018-Q4,311900,0,2018-10
10/31/18,270183,Benton Park,MO,St. Louis,Saint Louis City,Saint Louis,3659,198600,0.001512859,0.002523978,0.029015544,,,2018-04,2018-Q2,200700,-0.010463378,2018-03
10/31/18,270131,Lowry Hill,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,3660,663800,-0.003901561,0.001659876,0.078122462,,,2006-02,2006-Q1,681500,-0.02597212,2005-09
10/31/18,271821,Burnt Bridge Creek,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3661,304900,0.002630714,0.009602649,0.102313811,,,2018-10,2018-Q4,304900,0,2018-10
10/31/18,343634,Crafton Heights,PA,Pittsburgh,Allegheny County,Pittsburgh,3662,90600,0.003322259,0.011160714,0.058411215,,,2018-10,2018-Q4,90600,0,2018-10
10/31/18,417094,Hampton Woods,CA,Bakersfield,Kern County,Bakersfield,3663,325200,0.005255023,0.013715711,0.048018047,,,2006-06,2006-Q2,416400,-0.219020173,2005-04
10/31/18,344027,Rainier View,WA,Seattle-Tacoma-Bellevue,King County,Seattle,3664,417800,-0.006420927,-0.011592146,0.025276074,,,2018-06,2018-Q2,423600,-0.013692162,2018-01
10/31/18,274806,Northwest Everett,WA,Seattle-Tacoma-Bellevue,Snohomish County,Everett,3665,394900,0.008426966,0.018833849,0.051104605,,,2018-10,2018-Q4,394900,0,2018-10
10/31/18,275775,Triangle,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,Buffalo,3666,77400,0,0.002590674,0.030625832,,,2018-08,2018-Q3,77500,-0.001290323,2018-08
10/31/18,403548,El Dorado - Oates Prairie,TX,Houston-The Woodlands-Sugar Land,Harris County,Houston,3667,117600,0.003412969,0.031578947,0.134040501,,,2018-10,2018-Q4,117600,0,2018-10
10/31/18,422854,Parkview Hills,TX,Dallas-Fort Worth-Arlington,Tarrant County,Fort Worth,3668,182400,0.010526316,0.028764805,0.102114804,,,2018-10,2018-Q4,182400,0,2018-10
10/31/18,274327,Linwood,OR,Portland-Vancouver-Hillsboro,Clackamas County,Milwaukie,3669,354200,0,-0.002815315,0.01693942,,,2018-04,2018-Q2,356000,-0.00505618,2018-04
10/31/18,417930,Sunland Village,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,Mesa,3670,208400,0.008712488,0.021568627,0.102645503,,,2006-06,2006-Q2,215700,-0.033843301,2006-01
10/31/18,197294,Port Ivory,NY,New York-Newark-Jersey City,Richmond County,New York,3671,309400,-0.000968679,-0.018401015,0.021122112,,,2018-05,2018-Q2,325000,-0.048,2017-11
10/31/18,269714,Marigny,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3672,385100,-0.006962352,-0.019103413,-0.091316659,,,2018-03,2018-Q1,425600,-0.095159774,2017-02
10/31/18,272281,Valhalla,WI,Milwaukee-Waukesha-West Allis,Milwaukee County,Milwaukee,3673,95800,0.019148936,0.040173724,0.175460123,,,2007-10,2007-Q4,129300,-0.259087394,2004-02
10/31/18,271976,Sehome,WA,Bellingham,Whatcom County,Bellingham,3674,383100,0.008157895,0.005511811,0.072808737,,,2018-10,2018-Q4,383100,0,2018-10
10/31/18,275996,West University,AZ,Tucson,Pima County,Tucson,3675,296000,0.007488087,0.024575978,0.109029599,,,2018-10,2018-Q4,296000,0,2018-10
10/31/18,763838,Starlite,WI,Green Bay,Brown County,Green Bay,3676,135300,0.007446016,0.03125,0.093775263,,,2018-10,2018-Q4,135300,0,2018-10
10/31/18,264792,Lansing,OR,Salem,Marion County,Salem,3677,225100,0.017171261,0.039722864,0.216099406,,,2018-10,2018-Q4,225100,0,2018-10
10/31/18,276002,Westchester,NC,Charlotte-Concord-Gastonia,Mecklenburg County,Charlotte,3678,125100,0.008058018,0.039900249,0.239841427,,,2018-10,2018-Q4,125100,0,2018-10
10/31/18,270123,Kenny,MN,Minneapolis-St. Paul-Bloomington,Hennepin County,Minneapolis,3679,346200,0.00435161,0.009623797,0.067200986,,,2018-10,2018-Q4,346200,0,2018-10
